agr;site_type;numero_de_site;hopital;site;adresse;post;commune;telefon;website;langue;region;province;region_hospitalier;type_hopital;statut;a;a1;a2;c;cd;d;e;g;ib_ptca_adultes;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;total_lits;capacite-fusion;remarques;officine_hospitaliere;imagerie_medicale_avec_scanner;tomographe_a_resonance_magnetique_rmn;scanner-pet;radiotherapie;centre_de_dialyse;programme_de_soins_pathologie_cardiaque_a;programme_de_soins_pathologie_cardiaque_b3;programme_de_soins_pathologie_cardiaque_b1-b2;programme_de_soins_pathologie_cardiaque_c;programme_de_soins_pathologie_cardiaque_e;programme_de_soins_pathologie_cardiaque_p;programme_de_soins_pathologie_cardiaque_t;collaboration_ou_association_concernant_programme_de_soins_pathologie_cardiaque;programme_de_soins_de_base_soins_de_l_avc;programme_de_soins_specialise_soins_de_l_avc_impliquant_des_procedures_invasives;programme_de_soins_medecine_de_la_reproduction_type_a;programme_de_soins_medecine_de_la_reproduction_type_b;association_concernant_du_programme_de_soins_medecine_de_la_reproduction;programme_de_soins_d_oncologie;programme_de_soins_de_base_en_oncologie;programme_coordinateur_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein_clinique_du_sein_satellite;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_pour_enfants;programme_de_soins_pour_le_patient_geriatrique_service_de_gériatrique;programme_de_soins_pour_le_patient_geriatrique_consultation_gériatrique;programme_de_soins_pour_le_patient_geriatrique_l_hôpital_de_jour_pour_le_patient_gériatrique;programme_de_soins_pour_le_patient_geriatrique_liaison_interne;programme_de_soins_pour_le_patient_geriatrique_liaison_externe;soins_intensifs;soins_neonatals_locaux_nx;soins_perinatals_regionaux;liaison_pediatrique;urgences;smur;banque_de_sang_hospitaliere;soins_palliatifs;hospitalisation_chirurgical_de_jour;hospitalisation_non_chirurgical_de_jour;coordination_locale_des_donateurs;fonction_de_mediateur;centre_de_transplantation;centre_pour_la_reproduction_humaine;centre_de_traitement_de_grands_brules;centre_d_expertise_pour_les_patients_comateux;centre_de_la_mucoviscidose;service_anatomopathologie
947;SP;2680;PSYCHIATRISCHE KLINIEK  BROEDERS ALEXIANEN;;LIEFDESTRAAT 10;3300;TIENEN;016/80.75.11;;N;V;Vlaams-Brabant;Diest - Tienen;Psychiatrisch ziekenhuis;Privaat;90;;;;;;;;;15;3;2;;;;;;;;;20;73;35;2;;;;240;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
948;SP;2120;EPSYLON Asbl;FOND'ROY;AVENUE J. PASTUR 43;1180;BRUXELLES-18;02/375.44.93;www.epsylon.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;90;38;;;;;;;;12;20;;;;;;;;;;;32;;;;;;192;;;"Association ""Pharmapsygroupe Fond'Roy - La Ramée";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;SP;3840;"""FEUX FOLLETS""";;PLACE QUINET 27;6220;WANGENIES;071/82.32.70;;F;W;Hainaut;Charleroi;Hôpital psychiatrique;Privé;;;;;;;;;;;;20;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;SP;3980;HOPITAL PSYCHIATRIQUE ST.-JEAN DE DIEU;;AVENUE DE LOUDUN 126;7900;LEUZE (HT);069/67.20.20;;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Privé;90;;;;;;;;;;;;;;;;;;;;;90;;;;;;180;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;SP;4030;C.H. PSYCHIATRIQUE DU CHENE AUX HAIES;;CHEMIN DU CHENE AU HAIES 24;7000;MONS;065/41.80.00;www.chpchene.be;F;W;Hainaut;Mons;Hôpital psychiatrique;Public;170;39;1;;;;;;;;;;;;;;;;;;;145;27;3;;;60;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;SP;4080;MEDISCH CENTRUM ST.-JOZEF;;ABDIJSTRAAT 2;3740;MUNSTERBILZEN;089/50.91.11;www.mc-st-jozef.be;N;V;Limburg;Sint-Truiden - Tongeren;Psychiatrisch ziekenhuis;Privaat;108;15;15;;;;;;;25;5;5;;;;;;;;;20;124;15;7;;;;339;;Van de 124 T- bedden zijn er 30 bedden uit exploitatie genomen in functie van het project 107;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;SP;4050;CLINIQUE PSYCHIATRIQUE FRERES ALEXIENS;;RUE DU CHÂTEAU DE RUYFF 68;4841;HENRI-CHAPELLE;087/59.32.11;;F;W;Liège;Verviers;Hôpital psychiatrique;Privé;110;15;;;;;;;;;;;;;;;;;;;30;93;10;;;;;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;SP;4140;HOPITAL PSYCHIATRIQUE DU BEAU VALLON;;RUE DE BRICGNIOT 205;5002;SAINT-SERVAIS;081/72.11.11;www.beauvallon.be;F;W;Namur;Namur - Dinant;Hôpital psychiatrique;Privé;120;10;;;;;;;;;;;;;;;;;;;30;243;15;5;;;;423;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;SP;2210;PSYCHIATRISCH CENTRUM ST.-JAN;;OOSTVELDSTRAAT 1;9900;EEKLO;09/376.97.11;www.psyeeklo.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;33;11;;;;;;;;;;;;;;;;;;;24;95;35;3;;;;201;;;Associatie m.b.t. de gezamelijke exploitatie van de functie ziekenhuisapotheek met Kliniek de Pelgrim te Oosterzele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;SP;3910;"PSYCHIATRISCH CENTRUM ""CARITAS""";;CARITASSTRAAT 76;9090;MELLE;09/252.16.45;www.pccaritas.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;80;20;;;;;;;;;;;;;;;;;;;20;95;40;3;;;6;264;296;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;SS;3911;"PSYCHIATRISCH CENTRUM ""CARITAS""";DE KAAP;SALISBURYLAAN 106;9820;MERELBEKE;;;N;V;Oost-Vlaanderen;Gent - Eeklo;;Privaat;;;;;;;;;;24;;8;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;SP;3940;ALGEMEEN PSYCHIATRISCH ZIEKENHUIS SINT-LUCIA;ST. LUCIA;ANKERSTRAAT 91;9100;SINT-NIKLAAS;03/760.07.00;www.apzst-lucia.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Psychiatrisch ziekenhuis;Privaat;60;20;;;;;;;;;;;;;;;;;;;35;98;40;5;;;;258;288;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;SS;1871;ALGEMEEN PSYCHIATRISCH ZIEKENHUIS SINT-LUCIA;DAGKLINIEK;STATIONSSTRAAT 120;9120;BEVEREN;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;20;;;;;30;;10 A1- & 20 T1- plaatsen worden uitgebaat in associatie met AZ Nikolaas, St. Niklaas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
961;SP;2160;PSYCHIATRISCH ZIEKENHUIS H.-HART;;POPERINGSEWEG 16;8900;IEPER;057/23.91.11;www.hhartieper.be;N;V;West-Vlaanderen;Ieper;Psychiatrisch ziekenhuis;Privaat;90;30;;;;;;;;;;;;;;;;;;;;127;50;10;;;40;347;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;SP;2180;PSYCHIATRISCH CENTRUM MENEN;;BRUGGESTRAAT 75;8930;MENEN;056/52.14.51;www.pc-menen.be;N;V;West-Vlaanderen;Kortrijk;Psychiatrisch ziekenhuis;Privaat;30;4;1;;;;;;;;;;;;;;;;;;;90;75;3;;;30;233;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
963;SP;2200;PSYCHIATRISCH ZIEKENHUIS ONZE LIEVE VROUW;;KONING ALBERT I  LAAN 8;8200;BRUGGE;050/30.18.00;www.pzolv.be;N;V;West-Vlaanderen;Brugge;Psychiatrisch ziekenhuis;Privaat;135;24;6;;;;;;;;;;;;;;;;;;20;107;50;10;;;60;412;;Van de 107 T- bedden worden 30 bedden uit exploitatie genomen in functie van het project 107;De functie ziekenhuisapotheek wordt uitgebaat in associatie met Psycho-Therapeutisch Centrum Rustenburg, Brugge (Erk. 987);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;SP;4070;"HOPITAL DE JOUR UNIVERSITAIRE ""LA CLE""";;BD DE LA CONSTITUTION 153;4020;LIEGE;04/342.65.96;;F;W;Liège;Liège;Hôpital psychiatrique;Privé;;30;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;SP;2530;PSYCHIATRISCH ZIEKENHUIS DUFFEL;;STATIONSTRAAT 22C;2570;DUFFEL;015/30.40.30;www.pz-duffel.be;N;V;Antwerpen;Mechelen;Psychiatrisch ziekenhuis;Privaat;165;15;;;;;;;;;;;;;;;;;;;;330;40;5;;;46;601;;Associatie met het UZA Edegem mbt de gezamelijke exploitatie van 90 A- bedden met korte verblijfsduur gericht op psychose angst en depressie en wachtdienst, deze diensten zijn gevestigd in het PZ St. Norbertus, Duffel. De dienst ambulante consultatie psychiatrie, het universitair forensisch centrum, de crisis- en liaisonpsychiatrie en de psychiatrische wachtdienst zijn gelokaliseerd in het UZA, Wilrijkstraat 10 te 2650 Edegem;Associatie m.b.t. de gezamelijke exploitatie van de functie ziekenhuisapotheek met het AZ St. Maarten, Leopoldstraat 2 te 2800 Mechelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972;SP;3810;ISOSL - SANTE MENTALE;PETIT BOURGOGNE;RUE PROFESSEUR MAHAIM 84;4000;LIEGE (SCLESSIN);04/254.77.11;www.isosl.be;F;W;Liège;Liège;Hôpital psychiatrique;Public;120;10;7;;;;;;;;;;;;;;;;;;;116;;;;;;253;444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972;SS;3820;ISOSL - SANTE MENTALE;AGORA;MONTAGNE STE.WALBURGE 4A;4000;LIEGE-1;04/224.62.11;;F;W;Liège;Liège;;;90;10;3;;;;;;;;;;;;;;;;;;;88;;;;;;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;SP;4000;"CENTRE HOSPITALIER PSYCHIATRIQUE ""LES MARRONNIERS""";;RUE DESPARS 94;7500;TOURNAI;069/88.02.11;www.marronniers.be;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Public;142;30;;;;;;;16;20;3;;;;;;;;;;30;195;;;;;;436;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;SP;2580;UNIVERSITAIR PSYCHIATRISCH CENTRUM ST.-KAMILLUS;;KRIJKELBERG 1;3360;BIERBEEK;016/45.26.11;www.kamillus.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;110;15;5;;;;;;;;;;;;;;;;;;24;151;25;5;;;;335;;Van de 151 T- bedden en 25 T1- plaatsen zijn er 10 T- bedden en 5 T1- plaatsen uit exploitatie genomen in functie van het project 107;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;SP;3960;PSYCHIATRISCH CENTRUM ST.-JAN BAPTIST;ST. JAN BAPTIST;SUIKERKAAI 81;9060;ZELZATE;09/342.28.28;www.pcsintjanbaptist.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;50;5;5;;;;;;;;;;;;;;;;;;30;102;11;1;;;;204;219;;Associatie mbt de gezamelijke exploitatie van de functie ziekenhuisapotheek met P.C. Zoete Nood Gods te Lede (988);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;SS;3961;PSYCHIATRISCH CENTRUM ST.-JAN BAPTIST;FORENSISCHE DAGKLINIEK FORD;OOSTKADE 24;9060;ZELZATE;09/342.28.28;;N;V;Oost-Vlaanderen;Gent - Eeklo;;Privaat;;;;;;;;;;;;;;;;;;;;;;;15;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
980;SP;5624;L'EQUIPE;CENTRE DE JOUR POUR ADOLESCENTS;RUE LIEUTENANT LIEDEL 85;1070;BRUXELLES--7;02/556.76.76;www.equipe.be;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;;;;;;;;;;20;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;SP;2140;PSYCHIATRISCH CENTRUM ST.-AMANDUS;;REIGERLOSTRAAT 10;8730;BEERNEM;050/79.95.00;www.amandus.be;N;V;West-Vlaanderen;Brugge;Psychiatrisch ziekenhuis;Privaat;110;20;1;;;;;;16;;;;;;;;;;;;54;233;24;1;;;;459;;Van de 262 T- bedden zijn er 30 bedden uit exploitatie genomen in functie van het project 107;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;SP;4150;VIVALIA - CENTRE UNIVERSITAIRE PSYCHIATRIQUE;;RUE DES ARDOISIERES 100;6880;BERTRIX;061/22.17.11;www.vivalia.info;F;W;Luxemburg;Luxembourg;Hôpital psychiatrique;Public;99;;;;;;;;;14;6;;;;;;;;;;;48;16;16;;;;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;SP;4120;CENTRE NEUROPSYCHIATRIQUE SAINT-MARTIN;ST. MARTIN;RUE ST.-HUBERT 84;5100;DAVE;081/30.28.86;www.cp-st-martin.be;F;W;Namur;Namur - Dinant;Hôpital psychiatrique;Privé;90;;1;;;;;;;;;;;;;;;;;;30;140;;1;;;32;294;324;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;SS;4121;CENTRE NEUROPSYCHIATRIQUE SAINT-MARTIN;HOPITAL DE JOUR;AVENUE DE LA CITADELLE 42;5100;JAMBES;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;25;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;SP;2150;"PSYCHO-THERAPEUTISCH CENTRUM ""RUSTENBURG""";;WAGGELWATERSTRAAT 2;8000;BRUGGE;050/31.81.65;www.ptcrustenburg.be;N;V;West-Vlaanderen;Brugge;Psychiatrisch ziekenhuis;Privaat;72;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;De functie ziekenhuisapotheek wordt uitgebaat in associatie met P.Z. Onze Lieve Vrouw te Sint-Michiels-Brugge (Erk. 963);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;SP;3900;"PSYCHIATRISCH ZIEKENHUIS ""ZOETE NOOD GODS""";;REYMEERSSTRAAT 13;9340;LEDE;053/80.21.11;www.pclede.be;N;V;Oost-Vlaanderen;Aalst;Psychiatrisch ziekenhuis;Privaat;60;4;1;;;;;;;;;;;;;;;;;;22;69;28;1;;;;185;;;Associatie mbt de gezamelijke exploitatie van de functie ziekenhuisapotheek met P.C. St. Jan Baptist te Zelzate (978);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;SP;5080;KINDERPSYCHIATRISCH CENTRUM;;SCHIEPSE BOS 8;3600;GENK;089/32.59.59;;N;V;Limburg;Hasselt - Genk;Psychiatrisch Ziekenhuis;Privaat;;;;;;;;;;15;11;1;;;;;;;;;;;;;;;;27;;Associatie mbt. de gezamelijke exploitatie van de dienst K, volgende ziekenhuizen maken deel uit van de associatie : Ziekenhuis Oost-Limburg - Genk, Maria Ziekenhuis Noord-Limburg - Overpelt, Psychiatrisch Ziekenhuis Sancta-Maria, St. Truiden en Openbaar Psychiatrisch Zorgcentrum, Rekem ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;SP;4100;"PSYCHIATRISCH ZIEKENHUIS ""ASSTER""";MELVEREN;MELVERENCENTRUM 111;3800;SINT-TRUIDEN;011/69.06.11;www.asster.be;N;V;Limburg;Sint-Truiden - Tongeren;Psychiatrisch ziekenhuis;Privaat;70;6;9;;;;;;;15;2;3;;;;;;;;;28;65;13;0;;;30;241;581;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;SS;4110;"PSYCHIATRISCH ZIEKENHUIS ""ASSTER""";STAD;HALMAALWEG 2;3800;SINT-TRUIDEN;011/78.95.11;;N;V;Limburg;Sint-Truiden - Tongeren;;Privaat;137;24;10;;;;;;;;;;;;;;;;;;;124;45;0;;;;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;SP;2220;PSYCHIATRISCH CENTRUM GENT - SLEIDINGE Vzw;GENT;FRATERSPLEIN 9;9000;GENT;09/225.82.96;www.pcgs.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;30;;;;;;;;;;;;;;;;;;;;;65;25;5;;;;125;320;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;SS;3800;PSYCHIATRISCH CENTRUM GENT - SLEIDINGE Vzw;SLEIDINGE;WESTSTRAAT 135;9940;SLEIDINGE;09/358.04.11;;N;V;Oost-Vlaanderen;Gent - Eeklo;;;90;5;10;;;;;;;;;;;;;;;;;;;45;5;5;;;35;195;;Van de 45 T- & 35 Tg- bedden zijn er 6 T- & 10 Tg- bedden uit exploitatie genomen in functie van het project 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
997;SP;3730;PSYCHO-SOCIAAL CENTRUM SINT-ALEXIUS;;GEWIJDE BOOMSTRAAT 102;1050;BRUSSEL--5;02/512.90.33;www.psc-elsene.be;N;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;11;33;;;;;;;;;;;;;;;;;;;;;;;;;44;;;Ziekenhuisapotheek (geneesmiddelndepot);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;SP;1201;ZIEKENHUISNETWERK ANTWERPEN;PZ STUIVENBERG;LANGE BEELDEKENSSTRAAT 267;2060;ANTWERPEN;03/217.71.11;www.zna.be;N;V;Antwerpen;Antwerpen;Psychiatrisch ziekenhuis;Openbaar;180;48;;;;;;;;;;;;;;;;;;;;;39;6;;;;273;;Van de 180 A- bedden zijn er 30 bedden uit exploitatie genomen in functie van het project 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;7439;1143;180;13886;2602;14076;2685;7487;64;716;268;63;38;3193;380;457;2707;1455;379;728;1435;5496;1175;253;108;658;611;69682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bron : FOD Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu - DG Organisatie Gezondheidszorgvoorzieningen  - Dienst Datamanagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Source : SPF Santé publique, Sécurité de la Chaïne alimentaire et Environnement - DG Organisation des Etablissements de Soins - Service Datamanagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
